code,name,country,lat,lon
FIKNT,Kantvik,FI,60.08333,24.38333
FIKOJ,Kojonkulma,FI,60.95,22.98333
FIKOK,Kokkola (Karleby),FI,63.83333,23.11667
FIKOR,Korppoo (Korpo),FI,60.16667,21.56667
FIKPL,Kaipola,FI,61.81667,25.21667
FIKRO,Kronvik,FI,63.06667,21.51667
FIKRS,Kristinestad (Kristiinankaupunki),FI,62.28333,21.38333
FIKSN,Kasnäs,FI,59.91667,22.4
FIKTK,Kotka,FI,60.46667,26.91667
FIKTQ,Kitee,FI,62.1,30.11667
FIKUM,Kumlinge,FI,60.26667,20.78333
FIKUO,Kuopio,FI,62.88333,27.68333
FIKUR,Kuru,FI,61.86667,23.73333
FIKUS,Kustavi (Gustavs),FI,60.5458493,21.3558051
FIKVH,Koverhar (Koverhaara),FI,59.86667,23.21667
FILAK,Lakulahti,FI,60.51667,27.16667
FILAN,Långnäs,FI,60.1167372,20.2984396
FILAP,Lappvik (Lappohja),FI,59.9,23.25
FILHO,Halosenlahti,FI,65.23333,25.31667
FILLO,Lapaluoto,FI,64.66667,24.43333
FILLX,Lielax,FI,60.31667,22.4
FILOV,Lovisa (Loviisa),FI,60.45,26.23333
FILPJ,Lappajärvi,FI,63.2,23.63333
FILPP,Villmanstrand (Lappeenranta),FI,61.05,28.18333
FILSK,Lindkoski,FI,60.63333,26.26667
FILUA,Luumäki,FI,60.91667,27.66667
FILUK,Laukaa,FI,62.41667,25.95
FILUV,Luvia,FI,61.35,21.61667
FILVB,Lövböle,FI,60.15,22.55
FIMAA,Maaninka,FI,63.15,27.3
FIMER,Sastmola (Merikarvia),FI,61.85,21.5
FIMHQ,Mariehamn (Maarianhamina),FI,60.1,19.95
FIMIK,Sankt Michel (Mikkeli),FI,61.68333,27.26667
FIMRS,Marsund,FI,60.2,19.7
FIMTY,Mäntyluoto,FI,61.58333,21.48333
FIMUL,Multia,FI,62.41667,24.78333
FIMUN,Munsala,FI,63.48333,22.33333
FIMUS,Mustola,FI,61.06667,28.3
FINAU,Nauvo (Nagu),FI,60.18333,21.91667
FINLI,Nådendal (Naantali),FI,60.45,22.03333
FINLS,Nilsia,FI,63.2046382,28.086253
FINOU,Nousiainen (Nousis),FI,60.6,22.08333
FINUR,Nurmes,FI,63.53333,29.16667
FIOLK,Olkiluoto,FI,61.23333,21.48333
FIOUL,Uleåborg (Oulu),FI,65.01667,25.46667
FIPAA,Parola,FI,61.03333,24.35
FIPAH,Parhalahti,FI,64.48333,24.33333
FIPAR,Pargas (Parainen),FI,60.3,22.3
FIPER,Pernå (Pernaja),FI,60.45,26.05
FIPK9,Piikkiö,FI,60.43333,22.51667
FIPNL,Pennala,FI,62.7002135,30.2587007
FIPOH,Skuru (Pohjankuru),FI,60.11667,23.55
FIPOR,Pori (Björneborg),FI,61.48333,21.8
FIPRK,Parikkala,FI,61.55,29.5
FIPRS,Pietarsaari (Jakobstad),FI,63.68333,22.78333
FIPRV,Porvoo (Borgå),FI,60.4,25.66667
FIPSI,Poitsila,FI,60.55,27.16667
FIPT2,Pihtipudas,FI,63.38333,25.56667
FIPUH,Puhos,FI,62.1,29.91667
FIPUU,Puumala,FI,61.5225791,28.1776248
FIRAA,Raahe (Brahestad),FI,64.68333,24.48333
FIRAU,Raumo (Rauma),FI,61.13333,21.5
FIREP,Reposaari,FI,61.61667,21.45
FIRHU,Rouhu,FI,60.53333,21.66667
FIRIS,Ristiina,FI,61.5,27.26667
FIROY,Röyttä,FI,65.75,24.16667
FIRTR,Rautaruukki,FI,64.65,24.41667
FIRUI,Ruovesi,FI,61.98333,24.08333
FIRUO,Strömfors (Ruotsinpyhtää),FI,60.53333,26.45
FIRVN,Rovaniemi,FI,66.5,25.71667
FIRYM,Rymättylä (Rimito),FI,60.36667,21.95
FISAL,Salo,FI,60.2946985,23.2696461
FISAN,Sandö (Santasaari),FI,60.1777591,22.1275167
FISAR,Finby (Särkisalo),FI,60.1105525,23.2554388
FISBG,Sveaborg (Suomenlinna),FI,60.13333,24.98333
FISII,Siilinjärvi,FI,63.08333,27.66667
FISIP,Sipoo (Sibbo),FI,60.36667,25.26667
FISKB,Skogby,FI,59.9202491,23.3098703
FISKI,Skinnarvik,FI,60.13333,22.46667
FISKU,Skutviken,FI,59.93333,23.38333
FISKV,Sköldvik (Kilpilahti),FI,60.3,25.55
FISLY,Siltakylä (Broby),FI,60.5,26.75
FISMA,Summa,FI,60.53333,27.11667
FISNA,Snappertuna,FI,60.0,23.65
FISSI,Särkisalmi,FI,61.6,29.48333
FISTR,Strömma,FI,60.1481177,21.5319816
FISUL,Sunila,FI,60.48333,26.95
FISVK,Sulkava,FI,60.75,25.2
FISVL,Savonlinna (Nyslott),FI,61.86667,28.9
FITAI,Tammisaari (Ekenäs),FI,59.96667,23.43333
FITEI,Teijo,FI,60.2572635,22.9539692
FITES,Tessvär,FI,60.05,22.9
FITHK,Tahkoluoto,FI,61.63333,21.41667
FITJO,Tessjö (Tesjoki),FI,60.46667,26.31667
FITKU,Åbo (Turku),FI,60.45,22.28333
FITMP,Tampere (Tammerfors),FI,61.5,23.75
FITOJ,Töjby,FI,62.65,21.16667
FITOK,Tolkkinen (Tolkis),FI,60.33333,25.58333
FITOR,Tornio (Torneå),FI,65.85,24.18333
FITOT,Tottesund,FI,63.23333,22.05
FITSD,Tervsund,FI,60.25,22.31667
FITVA,Tvärminne,FI,59.83333,23.18333
FITVS,Tövsala (Taivassalo),FI,60.56667,21.6
FIUIM,Uimaharju,FI,62.9,30.23333
FIUKI,Uusikaupunki (Nystad),FI,60.8,21.41667
FIUKP,Uusikaarlepyy (Nykarleby),FI,63.53333,22.53333
FIULV,Ulvila,FI,61.43333,21.88333
FIUSK,Uskila,FI,61.0390498,25.4071995
FIUUS,Uusi-Valamo/Heinävesi,FI,62.563055,28.790555
FIVAA,Vasa (Vaasa),FI,63.1,21.6
FIVAR,Vartsala,FI,60.33333,23.0
FIVAS,Vestlax,FI,60.08333,22.76667
FIVEI,Veitsiluoto,FI,65.68333,24.63333
FIVEL,Velkua,FI,60.46667,21.66667
FIVIR,Varpuniemi (Kello),FI,64.689496,28.5034628
FIVJK,Varjakka,FI,64.9846544,25.3301792
FIVKO,Valkom (Valko),FI,60.4118817,26.2385236
FIVKT,Vuoksen Terminal,FI,61.21667,28.81667
FIVRA,Virrat (Virdois),FI,62.23333,23.75
FIVRK,Varkaus,FI,62.31667,27.9
FIVSS,Vuosaari (Nordsjö),FI,60.21667,25.18333
FIVTF,Västanfjärd,FI,60.05,22.65
FIWAS,Vasklot (Vaskiluoto),FI,63.1,21.56667
FIYXP,Yxpila,FI,63.83333,23.03333
FIZBQ,Perttula,FI,60.45,24.7
FJDEN,Denarau,FJ,-17.76667,177.38333
FJELL,Ellington Wharf,FJ,-17.35,178.21667
FJLBS,Labasa,FJ,-16.41667,179.38333
FJLTK,Lautoka,FJ,-17.61667,177.45
FJMAL,Malau (Labasa),FJ,-16.36667,179.38333
FJMOM,Momi,FJ,-17.91667,177.28333
FJNAM,Nambouwalu,FJ,-16.98333,178.7
FJRTA,Rotuma,FJ,-12.4994758,177.0394456
FJSIN,Singatoka,FJ,-18.16667,177.51667
FJSUV,Suva,FJ,-18.13333,178.45
FJSVU,Savusavu,FJ,-16.7802184,179.3328955
FJVAT,Vatia Wharf,FJ,-17.4,177.76667
FJVUD,Vuda,FJ,-17.6805217,177.4303282
FJWAI,Wairiki,FJ,-16.8048744,179.990617
FKFBE,Fox Bay,FK,-51.955849,-60.0711277
FKPSY,Port Stanley,FK,-51.6930616,-57.856525
FMEAU,Eauripik Atoll,FM,6.7,143.06667
FMGAF,Gaferut Atoll,FM,9.23333,145.38333
FMIFA,Ifalik Atoll,FM,7.23333,144.45
FMKSA,Kosrae (ex Kusaie),FM,5.3142621,162.9811154
FMLUK,Lukunor Atoll,FM,5.51667,153.76667
FMNGA,Ngatik,FM,5.8,157.26667
FMPLW,Puluwat,FM,7.35,149.18333
FMPNI,Pohnpei (ex Ponape),FM,6.8870468,158.2406138
FMPUL,Pulap Island,FM,7.58333,149.41667
FMSAT,Satawal,FM,8.0788903,146.7212922
FMSOR,Sorol Atoll,FM,8.13333,140.38333
FMTKK,Chuuk (ex Truk),FM,7.416667,151.783333
FMWOL,Woleai Atoll,FM,7.35,143.86667
FMYAP,Yap,FM,9.5462683,138.1651599
FOEDI,Eidi,FO,62.3,-7.08333
FOFUG,Fuglafjørdur,FO,62.2438445,-6.8133219
FOHUS,Husevig,FO,61.8098896,-6.6796208
FOHYV,Hoyvik,FO,62.03333,-6.75
FOKOL,Kollafjördur,FO,62.11667,-6.88333
FOKVI,Klaksvik,FO,62.2254921,-6.5837755
FOLOP,Lopra,FO,61.44311,-6.7703364
FONLS,Nólsoy,FO,62.01667,-6.66667
FONSK,Norÿskáli,FO,62.21667,-7.0
FORVK,Runavík,FO,62.11667,-6.71667
FOSJO,Sjovar havn,FO,62.1,-6.75
FOSKA,Skáli,FO,62.15,-6.76667
FOSMJ,Solmundefjord,FO,62.1575065,-6.7525633
FOSRV,Sorvágur,FO,62.06667,-7.3
FOSTR,Strendur,FO,62.11667,-6.75
FOSYN,Streymnes,FO,62.2,-7.01667
FOTHO,Thorshavn,FO,62.01667,-6.76667
FOTOF,Toftir,FO,62.1,-6.73333
FOTOR,Tórshavn,FO,62.0101396,-6.7715709
FOTVO,Tvoroyri,FO,61.55,-6.8
FOVAG,Vágur,FO,61.46667,-6.81667
FOVES,Vestmanhavn,FO,62.156389,-7.166389
FR33G,Plassac,FR,45.1,-0.65
FR3CG,Bessan,FR,43.36667,3.41667
FR43H,Olonzac,FR,43.28333,2.71667
FR4MM,Malestroit,FR,47.81667,-2.38333
FR4PS,Plessé,FR,47.53333,-1.88333
FR4S4,Saint-André-de-la-Roche,FR,43.73333,7.28333
FR4VA,Villesèquelande,FR,43.23333,2.23333
FR5EP,Épervans,FR,46.75,4.9
FR5TB,Saint-Trojan-les-Bains,FR,45.83333,-1.2
FR69R,Chasselay,FR,45.86667,4.78333
FR8AY,Uzemain,FR,48.08333,6.35
FR8GT,Guitalens-l'Albarède,FR,43.65,2.05
FR8LV,Landunvez,FR,48.53333,-4.73333
FR9AV,Vadencourt,FR,49.93333,3.56667
FR9DS,Dieue-Sur-Meuse,FR,49.06667,5.41667
FR9SS,Ressons-le-Long,FR,49.38333,3.15
FRA84,Aubais,FR,43.7546,4.14898
FRA86,Achery,FR,49.68333,3.38333
FRAA2,Asnelles,FR,49.33333,-0.58333
FRAAH,Apach,FR,49.45,6.36667
FRAAI,Bouliac,FR,44.81667,-0.51667
FRAAO,Aramon,FR,43.9,4.66667
FRABA,Rabastens,FR,43.81667,1.73333
FRABB,Abbeville,FR,50.1,1.83333
FRAD5,Tourouzelle,FR,43.25,2.73333
FRADB,Andernos-les-Bains,FR,44.73333,-1.1
FRAEO,Auvers-sur-Oise,FR,49.06667,2.18333
FRAGF,Agen,FR,44.2,0.61667
FRAGK,Le Cap-d'Agde,FR,43.28333,3.51667
FRAIQ,Audruicq,FR,50.86667,2.06667
FRAJA,Ajaccio,FR,41.93333,8.73333
FRAJK,Brasles,FR,49.05,3.43333
FRAJR,Argeliers,FR,43.3,2.9
FRAMI,Amiens,FR,49.9,2.3
FRAMS,Ambès,FR,45.0,-0.53333
FRANO,Langon,FR,44.55,-0.25
FRANT,Antibes,FR,43.58333,7.11667
FRAO7,Chardonnay,FR,46.5,4.86667
FRAQS,Asnières-sur-Seine,FR,48.91667,2.28333
FRAQX,Redessan,FR,43.83333,4.5
FRARC,Arcachon,FR,44.65,-1.18333
FRARD,Ardres,FR,50.85,1.98333
FRARJ,Puyricard,FR,43.5826783,5.4206091
FRARR,Arras,FR,50.28333,2.78333
FRAUD,Audierne,FR,48.01667,-4.56667
FRAUF,Auxerre,FR,47.8,3.56667
FRAVN,Avignon,FR,43.95,4.8
FRAWS,Aiserey,FR,47.16667,5.16667
FRAXY,Argancy,FR,49.2,6.2
FRAYT,Aytré,FR,46.13333,-1.1
FRAYW,Ay,FR,49.05,4.0
FRB6P,Beaumont-de-Pertuis,FR,43.73333,5.7
FRBAI,Indre,FR,47.2,-1.66667
FRBAS,Bassens,FR,44.9,-0.51667
FRBAU,Boucau,FR,43.51667,-1.48333
FRBAV,Bavilliers,FR,47.61667,6.83333
FRBAY,Bayonne,FR,43.5,-1.48333
FRBBB,Val d'Oust,FR,47.85,-2.45
FRBCA,Beaucaire,FR,43.8,4.63333
FRBCJ,Le Barcarès,FR,42.78333,3.03333
FRBCQ,Boissettes,FR,48.51667,2.61667
FRBDD,Bidart,FR,43.43333,-1.56667
FRBEP,Brazey-en-Plaine,FR,47.13333,5.21667
FRBES,Brest,FR,48.4,-4.48333
FRBET,Béthune,FR,50.53333,2.63333
FRBEV,Berville-sur-Mer,FR,49.43333,0.36667
FRBFT,Botans,FR,47.6,6.85
FRBG2,Saint-Bonnet-sur-Gironde,FR,45.35,-0.66667
FRBG6,Hiers-Brouage,FR,45.85,-1.06667
FRBH4,Bourcefranc-le-Chapus,FR,45.85,-1.15
FRBHC,Bouchain,FR,50.28333,3.31667
FRBIA,Bastia,FR,42.7,9.45
FRBIQ,Biarritz,FR,43.48333,-1.55
FRBKD,Roquefort-des-Corbières,FR,42.98333,2.95
FRBLD,Bar-le-Duc,FR,48.78333,5.16667
FRBLF,Balaruc-les-Bains,FR,43.45,3.68333
FRBM3,La Beaumette,FR,46.3799512,5.9866883
FRBM7,Bernières-sur-Mer,FR,49.33333,-0.41667
FRBM8,Bricqueville-sur-Mer,FR,48.91667,-1.51667
FRBMT,Beaumont-sur-Oise,FR,49.13333,2.3
FRBN2,Binic,FR,48.6,-2.83333
FRBN4,Le Bonhomme,FR,48.1725057,7.1139949
FRBOD,Bordeaux,FR,44.83333,-0.58333
FRBOI,Bouguenais,FR,47.18333,-1.61667
FRBOL,Boulogne-sur-Mer,FR,50.71667,1.61667
FRBON,Bonifacio,FR,41.38333,9.16667
FRBPS,Blénod-lès-Pont-à-Mousson,FR,48.88333,6.05
FRBQA,Bauvin,FR,50.51667,2.9
FRBQH,La Bussière-sur-Ouche,FR,47.21667,4.71667
FRBQT,Brebotte,FR,47.58333,6.96667
FRBR5,La Barbotière,FR,49.1211526,-1.3154756
FRBRQ,Brebières,FR,50.33333,3.01667
FRBSC,Bonsecours,FR,49.43333,1.13333
FRBSM,Bonneuil-sur-Marne,FR,48.76667,2.48333
FRBSN,Besançon,FR,47.25,6.03333
FRBTU,Betton,FR,48.16667,-1.63333
FRBXO,Bollène,FR,44.28333,4.73333
FRBYE,Blaye,FR,45.13333,-0.66667
FRC26,Chanos-Curson,FR,45.06667,4.91667
FRC2H,Chausey,FR,48.8521506,-1.7853241
FRC2P,Capo Pertusato,FR,41.36667,9.18333
FRCA2,Cuxac-d'Aude,FR,43.25,3.0
FRCAW,Cabourg,FR,49.28333,-0.11667
FRCBT,Capbreton,FR,43.63333,-1.43333
FRCC4,Chassey-le-Camp,FR,46.88333,4.7
FRCCK,Cantois,FR,44.7,-0.23333
FRCCN,Cérons,FR,44.63333,-0.33333
FRCCP,Cubzac-les-Ponts,FR,44.96667,-0.45
FRCDH,Castets-en-Dorthe,FR,44.55,-0.15
FRCDX,Capendu,FR,43.18333,2.55
FRCEQ,Cannes,FR,43.55,7.01667
FRCER,Cherbourg-en-Cotentin,FR,49.63333,-1.61667
FRCFG,Châteauneuf-le-Rouge,FR,43.48333,5.56667
FRCFR,Caen,FR,49.18333,-0.36667
FRCGF,Le Sourn,FR,48.05,-2.98333
FRCHM,Charleville-Mézières,FR,49.76667,4.71667
FRCIJ,Le Cailar,FR,43.66667,4.23333
FRCJO,Cepoy,FR,48.05,2.71667
FRCKT,Cruet,FR,45.51667,6.08333
FRCKY,Cancale,FR,48.68333,-1.85
FRCL2,La Cerlangue,FR,49.5,0.41667
FRCLY,Calvi,FR,42.56667,8.75
FRCM4,Charly-sur-Marne,FR,48.96667,3.28333
FRCMC,Chamblanc,FR,47.01667,5.15
FRCMP,Compiègne,FR,49.41667,2.81667
FRCMR,Colmar,FR,48.08333,7.35
FRCMT,Chaumont,FR,48.11667,5.13333
FRCN5,Centuri,FR,42.95,9.35
FRCN6,Le Controis-en-Sologne,FR,47.41667,1.45
FRCNG,Cognac,FR,45.7,-0.33333
FRCOC,Concarneau,FR,47.88333,-3.91667
FRCOZ,Caronte,FR,43.4,5.01667
FRCP3,Capinghem,FR,50.65,2.96667
FRCQ4,Locmariaquer,FR,47.56667,-2.95
FRCQD,Cendrecourt,FR,47.85,5.93333
FRCQF,Calais,FR,50.95,1.85
FRCQG,Caumont-sur-Garonne,FR,44.45,0.2
FRCQN,Château-Landon,FR,48.15,2.7
FRCQQ,Caplong,FR,44.78333,0.13333
FRCQR,Cruscades,FR,43.18333,2.81667
FRCR4,Créancey,FR,47.25,4.6
FRCRL,Creil,FR,49.25,2.48333
FRCS2,La Chapelle-Saint-Sauveur,FR,46.83333,5.26667
FRCS5,Chenac-Saint-Seurin-d'Uzet,FR,45.51667,-0.83333
FRCSD,Crêches-sur-Saône,FR,46.25,4.78333
FRCSM,Châlons-en-Champagne,FR,48.95,4.36667
FRCSS,Chalon-sur-Saône,FR,46.78333,4.85
FRCT2,Coustellet,FR,43.88333,5.18333
FRCT4,Chaillevette,FR,45.73333,-1.05
FRCXA,Chatillon-Saint-Jean,FR,45.08333,5.13333
FRCXS,Châtillon-sur-Loire,FR,47.58333,2.75
FRCXY,Cordemais,FR,47.28333,-1.88333
FRCYI,Chamilly,FR,46.86667,4.68333
FRDAD,Saint-Martin-d'Ardèche,FR,44.3,4.56667
FRDAL,Dallon,FR,49.81667,3.23333
FRDAS,Saint-Martin-d'Ablois,FR,49.0,3.86667
FRDBE,Bénodet,FR,47.86667,-4.1
FRDC2,Cheminas,FR,45.11667,4.75
FRDCG,Saint-Cast-le-Guildo,FR,48.6,-2.25
FRDCJ,Saint-Christoly-Médoc,FR,45.35,-0.83333
FRDDR,Deyme,FR,43.48333,1.53333
FRDEI,Denneville,FR,49.31667,-1.65
FRDEN,Denain,FR,50.31667,3.4
FRDGD,Damgan,FR,47.51667,-2.58333
FRDIJ,Dijon,FR,47.31667,5.05
FRDKK,Dunkerque,FR,51.03333,2.38333
FRDLJ,L'Île-d'Olonne,FR,46.56667,-1.78333
FRDML,Dom-le-Mesnil,FR,49.68333,4.8
FRDMS,Dormans,FR,49.06667,3.63333
FRDMV,Demangevelle,FR,47.93333,6.03333
FRDNJ,Dions,FR,43.9329,4.2977
FRDNZ,Billy-le-Grand,FR,49.1,4.23333
FRDOL,Deauville,FR,49.36667,0.06667
FRDON,Donges,FR,47.3,-2.06667
FRDPE,Dieppe,FR,49.91667,1.08333
FRDRZ,Douarnenez,FR,48.1,-4.33333
FRDUT,Lanildut,FR,48.48333,-4.75
FRDVT,Darvault,FR,48.26667,2.73333
FRDXG,Le Lion-d'Angers,FR,47.63333,-0.71667
FRDXZ,Pupillin,FR,46.88333,5.76667
FRDYJ,Moidrey,FR,48.56667,-1.5
FRE29,Etel,FR,47.65,-3.2
FRE7M,Le Martelet,FR,46.3,4.7
FRECI,Écuelles,FR,48.35,2.81667
FREDU,Dieulouard,FR,48.85,6.06667
FREEX,Vereux,FR,47.51667,5.63333
FREFG,Bonnelles,FR,48.61667,2.03333
FREFR,Châteauneuf-de-Gadagne,FR,43.93333,4.93333
FREG5,Vallabrègues,FR,43.85,4.63333
FREGE,Labège,FR,43.53333,1.53333
FREGG,Épagne-Épagnette,FR,50.06667,1.86667
FREGR,Segré,FR,47.68333,-0.86667
FREHA,Bréhan,FR,48.06667,-2.68333
FREHN,Le Chesne,FR,49.51667,4.76667
FREHU,Ercheu,FR,49.71667,2.95
FREHY,Brethenay,FR,48.15,5.11667
FREIO,Étiolles,FR,48.63333,2.46667
FREM2,Essômes-sur-Marne,FR,49.01667,3.36667
FREMR,Porquerolles,FR,43.0,6.2
FRENC,Nancy,FR,48.7,6.18333
FREP5,Épineuil,FR,47.86667,3.98333
FREQN,Le Quesne,FR,49.8627972,1.798255
FRER4,Érôme,FR,45.11667,4.81667
FRER5,Cers,FR,43.31667,3.3
FRESB,Esbly,FR,48.9,2.81667
FRESM,Étalondes,FR,50.03333,1.38333
FRET2,Etretat,FR,49.7,0.2
FRETA,Étalans,FR,47.15,6.26667
FRETB,Berre-l'Étang,FR,43.46667,5.16667
FREUI,Lérouville,FR,48.78333,5.53333
FREVD,Pléneuf-Val-André,FR,48.6,-2.55
FREVR,Évry,FR,48.61667,2.43333
FREXS,Estaires,FR,50.63333,2.71667
FREYZ,Eyrein,FR,45.33333,1.95
FREZX,Comps,FR,45.06667,-0.6
FRF29,Pont-Aven,FR,47.85,-3.75
FRF2V,Fermanville,FR,49.68333,-1.45
FRF3M,Fresnes-sur-Marne,FR,48.93333,2.73333
FRFA3,Francueil,FR,47.31667,1.08333
FRFAU,Fresnes-sur-Escaut,FR,50.43333,3.58333
FRFAX,Boncourt-le-Bois,FR,47.13333,5.0
FRFBH,Monfaucon,FR,44.91667,0.25
FRFBI,Fougères-sur-Bièvre,FR,47.45,1.35
FRFBL,Fublaines,FR,48.93333,2.93333
FRFDR,Fraissé-des-Corbières,FR,42.96667,2.86667
FRFEC,Fécamp,FR,49.75,0.38333
FRFEY,Feyzin,FR,45.66667,4.86667
FRFIE,Fontafie,FR,45.86667,0.53333
FRFMA,Fumay,FR,49.96667,4.68333
FRFNS,Flins,FR,48.96667,1.86667
FRFOP,Fontaine-le-Port,FR,48.48333,2.76667
FRFOS,Fos-sur-Mer,FR,43.43333,4.93333
FRFS4,Saint-Pair-sur-Mer,FR,48.81667,-1.56667
FRFTB,Fort-Batard,FR,50.9,2.0
FRFTJ,Les Fougerêts,FR,47.73333,-2.21667
FRFUL,Feuillères,FR,49.95,2.83333
FRFUS,Fouesnant,FR,47.9,-4.01667
FRG2X,Groix,FR,47.63333,-3.46667
FRG33,La Rivière,FR,44.93333,-0.31667
FRG63,Pérignat-lès-Sarliève,FR,45.73333,3.13333
FRG8R,Chusclan,FR,44.15,4.68333
FRG8V,Glaire-et-Villette,FR,49.71667,4.91667
FRGAO,Gigny-sur-Saône,FR,46.66667,4.91667
FRGB2,Guéthary,FR,43.41667,-1.6
FRGBQ,Guarbecque,FR,50.61667,2.48333
FRGCH,Guichen,FR,47.96667,-1.78333
FRGCP,Grandcamp-Maisy,FR,49.3883142,-1.0413789
FRGDM,La Grande-Motte,FR,43.56667,4.08333
FRGDS,Grande-Synthe,FR,51.0,2.28333
FRGEW,Gueberschwihr,FR,48.0,7.28333
FRGFR,Granville,FR,48.83333,-1.58333
FRGFV,Lavigny,FR,46.71667,5.6
FRGHD,Geudertheim,FR,48.71667,7.75
FRGHG,La Hague,FR,49.65,-1.81667
FRGHT,Scharrachbergheim,FR,48.6,7.48333
FRGJN,Mutigny,FR,49.06667,4.01667
FRGLA,Les Angles,FR,43.96667,4.76667
FRGLO,Gonfreville-l'Orcher,FR,49.5,0.23333
FRGMS,Gujan-Mestras,FR,44.63333,-1.06667
FRGNY,Grigny,FR,48.65,2.38333
FRGON,Saint-Géréon,FR,47.36667,-1.2
FRGPI,Saint-Léger-le-Petit,FR,47.11667,3.0
FRGPO,Grand-Fort-Philippe,FR,51.0,2.1
FRGRV,Gravelines,FR,50.98333,2.13333
FRGSU,Morsang-sur-Seine,FR,48.56667,2.5
FRGT3,Louailles,FR,47.8,-0.25
FRGTN,Genets,FR,48.68333,-1.48333
FRGUR,Gauriac,FR,45.06667,-0.61667
FRGUZ,Bouzigues,FR,43.45,3.65
FRGV6,Gravette,FR,43.5090387,0.399261
FRGVL,Gennevilliers,FR,48.93333,2.3
FRGXE,Guenrouet,FR,47.51667,-1.96667
FRGXY,Gergy,FR,46.88333,4.95
FRH57,Hartzviller,FR,48.66667,7.08333
FRH67,Hohwarth,FR,48.33333,7.35
FRHAO,Chaumousey,FR,48.16667,6.33333
FRHBV,Heudebouville,FR,49.2,1.25
FRHDO,Hoedic,FR,47.33333,-2.88333
FRHEJ,Puyguilhem,FR,44.73333,0.35
FRHET,Hennebont,FR,47.8,-3.28333
FRHEY,Chessy,FR,48.88333,2.76667
FRHIY,Chierry,FR,49.03333,3.43333
FRHJK,Bonnencontre,FR,47.08333,5.15
FRHMX,Île-de-Batz,FR,48.74465,-4.0131095
FRHOG,Hombourg,FR,47.76667,7.5
FRHON,Honfleur,FR,49.41667,0.23333
FRHOP,Hopital-Camfrout,FR,48.33333,-4.23333
FRHOT,Île-d'Houat,FR,47.38995,-2.9552112
FRHPY,Chipilly,FR,49.91667,2.65
FRHRA,Soing-Cubry-Charentenay,FR,47.58333,5.88333
FRHRF,Harfleur,FR,49.5,0.2
FRHRN,Harnes,FR,50.45,2.9
FRHS2,Haisnes,FR,50.51667,2.8
FRHSA,Hauteville-sur-Mer,FR,48.98333,-1.53333
FRHSG,Hossegor,FR,43.66667,-1.43333
FRHSN,Le Theil-sur-Huisne,FR,48.26667,0.7
FRHTI,Taden,FR,48.48333,-2.01667
FRHUN,Huningue,FR,47.6,7.58333
FRHV2,Hautvillers,FR,49.08333,3.95
FRHY9,Cheny,FR,47.95,3.53333
FRHYD,Bligny,FR,48.16667,4.61667
FRHYJ,Prinquiau,FR,47.36667,-2.01667
FRHYR,Hyères,FR,43.11667,6.11667
FRHZK,Crestet,FR,44.21667,5.1
FRIAV,Saint-Savinien,FR,45.88333,-0.68333
FRIBA,La Vôge-les-Bains,FR,48.0,6.26667
FRIDX,Ile-d'Aix,FR,46.01667,-1.18333
FRIDY,L'Île-d'Yeu,FR,46.71667,-2.35
FRIEC,Riec-sur-Bélon,FR,47.83333,-3.7
FRIGS,Ingrandes,FR,47.4,-0.91667
FRIHR,Île-de-Bréhat,FR,48.8432094,-3.0007713
FRIHS,Biaches,FR,49.91667,2.91667
FRIHT,Richemont,FR,49.28333,6.16667
FRILR,L'Île-Rousse,FR,42.63333,8.93333
FRILS,Morainvilliers,FR,48.93333,1.93333
FRIOU,Issou,FR,48.98333,1.8
FRIRT,Bissert,FR,48.93333,7.03333
FRIS4,Île-de-Sein,FR,48.03333,-4.85
FRISG,Isle-Saint-Georges,FR,44.71667,-0.48333
FRISM,Isigny-sur-Mer,FR,49.3,-1.1
FRIUS,Les Trois Lacs,FR,49.23333,1.33333
FRIXY,Igney,FR,48.26667,6.4
FRIY8,Chauffour,FR,48.6208278,6.2543713
FRIZO,Izon,FR,44.91667,-0.36667
FRJAV,Javrezac,FR,45.7,-0.35
FRJFM,Ondes,FR,43.78333,1.3
FRJKI,Hordain,FR,50.26667,3.31667
FRJLP,Juan-les-Pins,FR,43.56667,7.1
FRJMQ,Combertault,FR,47.0,4.9
FRJPL,Virey,FR,46.83333,4.86667
FRJUU,Jouarre,FR,48.93333,3.13333
FRJYS,La Penne-sur-Ouveze,FR,44.25,5.21667
FRKAQ,Saint-Julien-de-Chédon,FR,47.3319841,1.2076041
FRKLO,Ponte Leccia,FR,42.46667,9.2
FRKLU,Muides-sur-Loire,FR,47.66667,1.53333
FRKLY,Cruzy,FR,43.35,2.95
FRKRE,Kerlouan,FR,48.65,-4.36667
FRKRZ,Reigny,FR,46.5765317,2.3522203
FRL49,Liré,FR,47.35,-1.16667
FRL5T,Lignières-de-Touraine,FR,47.3,0.41667
FRL83,La Moutonne,FR,43.11667,6.06667
FRLA4,Lauris,FR,43.75,5.31667
FRLA5,Lauraguel,FR,43.1,2.16667
FRLAD,l'Ardoise,FR,44.1,4.7
FRLAI,Lannion,FR,48.73333,-3.45
FRLAV,Lavéra,FR,43.38333,5.03333
FRLBD,La Bassée,FR,50.53333,2.8
FRLCR,Le Creusot,FR,46.8,4.43333
FRLCT,La Ciotat,FR,43.18333,5.6
